from,to_type,to_name,gene_name
3790,UniProtKB reviewed (Swiss-Prot),Q9BQ31,KCNS3
92399,UniProtKB reviewed (Swiss-Prot),Q96E11,MRRF
79019,UniProtKB reviewed (Swiss-Prot),Q9NSP4,CENPM|||C22orf18|||ICEN39|||PANE1
83443,UniProtKB reviewed (Swiss-Prot),Q9BWJ5,SF3B5|||SF3B10
2643,UniProtKB reviewed (Swiss-Prot),P30793,GCH1|||DYT5|||GCH
2908,UniProtKB reviewed (Swiss-Prot),P04150,NR3C1|||GRL
3798,UniProtKB reviewed (Swiss-Prot),Q12840,KIF5A|||NKHC1
2125,UniProtKB reviewed (Swiss-Prot),Q92817,EVPL
376497,UniProtKB reviewed (Swiss-Prot),Q6PCB7,SLC27A1|||ACSVL5|||FATP1
55854,UniProtKB reviewed (Swiss-Prot),Q8WU90,ZC3H15|||DFRP1|||LEREPO4
59,UniProtKB reviewed (Swiss-Prot),P62736,ACTA2|||ACTSA|||ACTVS
51510,UniProtKB reviewed (Swiss-Prot),Q9NZZ3,CHMP5|||C9orf83|||SNF7DC2
7294,UniProtKB reviewed (Swiss-Prot),P42681,TXK|||PTK4|||RLK
4595,UniProtKB reviewed (Swiss-Prot),Q9UIF7,MUTYH|||MYH
79370,UniProtKB reviewed (Swiss-Prot),Q9BZR8,BCL2L14|||BCLG
389541,UniProtKB reviewed (Swiss-Prot),Q0VGL1,LAMTOR4|||C7orf59
2074,UniProtKB reviewed (Swiss-Prot),P0DP91,ERCC6
2074,UniProtKB reviewed (Swiss-Prot),Q03468,ERCC6|||CSB
81603,UniProtKB reviewed (Swiss-Prot),Q9BZR9,TRIM8|||GERP|||RNF27
55800,UniProtKB reviewed (Swiss-Prot),Q9NY72,SCN3B|||KIAA1158
6605,UniProtKB reviewed (Swiss-Prot),Q969G3,SMARCE1|||BAF57
4221,UniProtKB reviewed (Swiss-Prot),O00255,MEN1|||SCG2
55749,UniProtKB reviewed (Swiss-Prot),Q8IX12,CCAR1|||CARP1|||DIS
84883,UniProtKB reviewed (Swiss-Prot),Q9BRQ8,AIFM2|||AMID|||PRG3
91754,UniProtKB reviewed (Swiss-Prot),Q8TD19,NEK9|||KIAA1995|||NEK8|||NERCC
8913,UniProtKB reviewed (Swiss-Prot),O43497,CACNA1G|||KIAA1123
4968,UniProtKB reviewed (Swiss-Prot),O15527,OGG1|||MMH|||MUTM|||OGH1
3883,UniProtKB reviewed (Swiss-Prot),O76009,KRT33A|||HHA3-I|||HKA3A|||KRTHA3A
57589,UniProtKB reviewed (Swiss-Prot),Q4ADV7,RIC1|||CIP150|||KIAA1432
84196,UniProtKB reviewed (Swiss-Prot),Q86UV5,USP48|||USP31
29982,UniProtKB reviewed (Swiss-Prot),Q96F24,NRBF2|||COPR
79862,UniProtKB reviewed (Swiss-Prot),Q96BR6,ZNF669
83746,UniProtKB reviewed (Swiss-Prot),Q969R5,L3MBTL2
1545,UniProtKB reviewed (Swiss-Prot),Q16678,CYP1B1
51373,UniProtKB reviewed (Swiss-Prot),Q9Y2R5,MRPS17|||RPMS17
7547,UniProtKB reviewed (Swiss-Prot),O60481,ZIC3|||ZNF203
64210,UniProtKB reviewed (Swiss-Prot),Q96T76,MMS19|||MMS19L
2028,UniProtKB reviewed (Swiss-Prot),Q07075,ENPEP
9409,UniProtKB reviewed (Swiss-Prot),Q9Y5Y5,PEX16
11056,UniProtKB reviewed (Swiss-Prot),Q9Y2R4,DDX52|||ROK1
25820,UniProtKB reviewed (Swiss-Prot),Q9Y4X5,ARIH1|||ARI|||MOP6|||UBCH7BP
4665,UniProtKB reviewed (Swiss-Prot),Q15742,NAB2|||MADER
9600,UniProtKB reviewed (Swiss-Prot),O00562,PITPNM1|||DRES9|||NIR2|||PITPNM
63875,UniProtKB reviewed (Swiss-Prot),Q9NRX2,MRPL17|||LIP2
1315,UniProtKB reviewed (Swiss-Prot),P53618,COPB1|||COPB
51099,UniProtKB reviewed (Swiss-Prot),Q8WTS1,ABHD5|||NCIE2
137682,UniProtKB reviewed (Swiss-Prot),Q330K2,NDUFAF6|||C8orf38
5707,UniProtKB reviewed (Swiss-Prot),Q99460,PSMD1
2557,UniProtKB reviewed (Swiss-Prot),P48169,GABRA4
55624,UniProtKB reviewed (Swiss-Prot),Q8WZA1,POMGNT1|||MGAT1.2
10236,UniProtKB reviewed (Swiss-Prot),O43390,HNRNPR|||HNRPR
535,UniProtKB reviewed (Swiss-Prot),Q93050,ATP6V0A1|||ATP6N1|||ATP6N1A|||VPP1
81849,UniProtKB reviewed (Swiss-Prot),Q9BVH7,ST6GALNAC5|||SIAT7E
57819,UniProtKB reviewed (Swiss-Prot),Q9Y333,LSM2|||C6orf28|||G7B
27235,UniProtKB reviewed (Swiss-Prot),Q96H96,COQ2|||CL640
64409,UniProtKB reviewed (Swiss-Prot),Q6IS24,GALNT17|||WBSCR17
9402,UniProtKB reviewed (Swiss-Prot),O75791,GRAP2|||GADS|||GRB2L|||GRID
5151,UniProtKB reviewed (Swiss-Prot),O60658,PDE8A
5921,UniProtKB reviewed (Swiss-Prot),P20936,RASA1|||GAP|||RASA
1468,UniProtKB reviewed (Swiss-Prot),Q9UBX3,SLC25A10|||DIC
7371,UniProtKB reviewed (Swiss-Prot),Q9BZX2,UCK2|||UMPK
23421,UniProtKB reviewed (Swiss-Prot),Q13352,ITGB3BP|||CENPR|||NRIF3
9130,UniProtKB reviewed (Swiss-Prot),Q14320,FAM50A|||DXS9928E|||HXC26|||XAP5
2946,UniProtKB reviewed (Swiss-Prot),P28161,GSTM2|||GST4
5352,UniProtKB reviewed (Swiss-Prot),O00469,PLOD2
6166,UniProtKB reviewed (Swiss-Prot),Q969Q0,RPL36AL
9332,UniProtKB reviewed (Swiss-Prot),Q86VB7,CD163|||M130
410,UniProtKB reviewed (Swiss-Prot),P15289,ARSA
838,UniProtKB reviewed (Swiss-Prot),P51878,CASP5|||ICH3
57678,UniProtKB reviewed (Swiss-Prot),Q9HCL2,GPAM|||GPAT1|||KIAA1560
10651,UniProtKB reviewed (Swiss-Prot),O75431,MTX2
2037,UniProtKB reviewed (Swiss-Prot),O43491,EPB41L2
7936,UniProtKB reviewed (Swiss-Prot),P18615,NELFE|||RD|||RDBP
80264,UniProtKB reviewed (Swiss-Prot),Q9H8G1,ZNF430
5897,UniProtKB reviewed (Swiss-Prot),P55895,RAG2
6601,UniProtKB reviewed (Swiss-Prot),Q8TAQ2,SMARCC2|||BAF170
26108,UniProtKB reviewed (Swiss-Prot),Q9Y3Y4,PYGO1
2209,UniProtKB reviewed (Swiss-Prot),P12314,FCGR1A|||FCG1|||FCGR1|||IGFR1
5161,UniProtKB reviewed (Swiss-Prot),P29803,PDHA2|||PDHAL
79744,UniProtKB reviewed (Swiss-Prot),Q96HQ0,ZNF419|||ZNF419A
5688,UniProtKB reviewed (Swiss-Prot),O14818,PSMA7|||HSPC
116519,UniProtKB reviewed (Swiss-Prot),Q6Q788,APOA5|||RAP3
7093,UniProtKB reviewed (Swiss-Prot),Q9Y6L7,TLL2|||KIAA0932
1363,UniProtKB reviewed (Swiss-Prot),P16870,CPE
64398,UniProtKB reviewed (Swiss-Prot),Q8N3R9,PALS1|||MPP5
3174,UniProtKB reviewed (Swiss-Prot),Q14541,HNF4G|||NR2A2
29992,UniProtKB reviewed (Swiss-Prot),Q9UKJ1,PILRA
28982,UniProtKB reviewed (Swiss-Prot),Q9Y5Y0,FLVCR1|||FLVCR
6004,UniProtKB reviewed (Swiss-Prot),O15492,RGS16|||RGSR
126382,UniProtKB reviewed (Swiss-Prot),Q86WQ0,NR2C2AP|||TRA16
8195,UniProtKB reviewed (Swiss-Prot),Q9NPJ1,MKKS|||BBS6
8661,UniProtKB reviewed (Swiss-Prot),Q14152,EIF3A|||EIF3S10|||KIAA0139
55089,UniProtKB reviewed (Swiss-Prot),Q969I6,SLC38A4|||ATA3|||NAT3|||SNAT4
64377,UniProtKB reviewed (Swiss-Prot),Q9H2A9,CHST8
4946,UniProtKB reviewed (Swiss-Prot),P54368,OAZ1|||OAZ
3101,UniProtKB reviewed (Swiss-Prot),P52790,HK3
10568,UniProtKB reviewed (Swiss-Prot),O95436,SLC34A2
4502,UniProtKB reviewed (Swiss-Prot),P02795,MT2A|||CES1|||MT2
28973,UniProtKB reviewed (Swiss-Prot),Q9Y676,MRPS18B|||C6orf14
896,UniProtKB reviewed (Swiss-Prot),P30281,CCND3
10131,UniProtKB reviewed (Swiss-Prot),Q12931,TRAP1|||HSP75
11130,UniProtKB reviewed (Swiss-Prot),O95229,ZWINT
146713,UniProtKB reviewed (Swiss-Prot),A6NFN3,RBFOX3
55823,UniProtKB reviewed (Swiss-Prot),Q9H270,VPS11|||RNF108
374654,UniProtKB reviewed (Swiss-Prot),Q2M1P5,KIF7
390190,UniProtKB reviewed (Swiss-Prot),Q96R09,OR5B2
7780,UniProtKB reviewed (Swiss-Prot),Q9BRI3,SLC30A2|||ZNT2
5244,UniProtKB reviewed (Swiss-Prot),P21439,ABCB4|||MDR3|||PGY3
5525,UniProtKB reviewed (Swiss-Prot),Q15172,PPP2R5A
100188893,UniProtKB reviewed (Swiss-Prot),Q96B49,TOMM6|||OBTP|||TOM6
2257,UniProtKB reviewed (Swiss-Prot),P61328,FGF12|||FGF12B|||FHF1
54948,UniProtKB reviewed (Swiss-Prot),Q9NX20,MRPL16
2717,UniProtKB reviewed (Swiss-Prot),P06280,GLA
2931,UniProtKB reviewed (Swiss-Prot),P49840,GSK3A
2669,UniProtKB reviewed (Swiss-Prot),P55040,GEM|||KIR
5439,UniProtKB reviewed (Swiss-Prot),P52435,POLR2J|||POLR2J1
11338,UniProtKB reviewed (Swiss-Prot),P26368,U2AF2|||U2AF65
59340,UniProtKB reviewed (Swiss-Prot),Q9H3N8,HRH4|||GPCR105
84961,UniProtKB reviewed (Swiss-Prot),Q96IG2,FBXL20|||FBL2
29922,UniProtKB reviewed (Swiss-Prot),Q9Y5B8,NME7
593,UniProtKB reviewed (Swiss-Prot),P12694,BCKDHA
8655,UniProtKB reviewed (Swiss-Prot),P63167,DYNLL1|||DLC1|||DNCL1|||DNCLC1|||HDLC1
1823,UniProtKB reviewed (Swiss-Prot),Q08554,DSC1|||CDHF1
22894,UniProtKB reviewed (Swiss-Prot),Q9Y2L1,DIS3|||KIAA1008|||RRP44
10166,UniProtKB reviewed (Swiss-Prot),Q9Y619,SLC25A15|||ORC1|||ORNT1
7263,UniProtKB reviewed (Swiss-Prot),Q16762,TST
1398,UniProtKB reviewed (Swiss-Prot),P46108,CRK
23511,UniProtKB reviewed (Swiss-Prot),Q5SRE5,NUP188|||KIAA0169
115106,UniProtKB reviewed (Swiss-Prot),Q96CS2,HAUS1|||CCDC5|||HEIC
55191,UniProtKB reviewed (Swiss-Prot),Q6IA69,NADSYN1
784,UniProtKB reviewed (Swiss-Prot),P54284,CACNB3|||CACNLB3
5058,UniProtKB reviewed (Swiss-Prot),Q13153,PAK1
83401,UniProtKB reviewed (Swiss-Prot),Q9HB03,ELOVL3|||CIG30
126370,UniProtKB reviewed (Swiss-Prot),O60431,OR1I1
6636,UniProtKB reviewed (Swiss-Prot),P62306,SNRPF|||PBSCF
1031,UniProtKB reviewed (Swiss-Prot),P42773,CDKN2C|||CDKN6
2736,UniProtKB reviewed (Swiss-Prot),P10070,GLI2|||THP
3292,UniProtKB reviewed (Swiss-Prot),P14061,HSD17B1|||E17KSR|||EDH17B1|||EDH17B2|||EDHB17|||SDR28C1
7454,UniProtKB reviewed (Swiss-Prot),P42768,WAS|||IMD2
331,UniProtKB reviewed (Swiss-Prot),P98170,XIAP|||API3|||BIRC4|||IAP3
9585,UniProtKB reviewed (Swiss-Prot),Q96Q89,KIF20B|||KRMP1|||MPHOSPH1
7477,UniProtKB reviewed (Swiss-Prot),P56706,WNT7B
10533,UniProtKB reviewed (Swiss-Prot),O95352,ATG7|||APG7L
1120,UniProtKB reviewed (Swiss-Prot),Q9Y259,CHKB|||CHETK|||CHKL
823,UniProtKB reviewed (Swiss-Prot),P07384,CAPN1|||CANPL1
6176,UniProtKB reviewed (Swiss-Prot),P05386,RPLP1|||RRP1
55178,UniProtKB reviewed (Swiss-Prot),Q9HC36,MRM3|||RNMTL1
9562,UniProtKB reviewed (Swiss-Prot),Q9UNW1,MINPP1|||MIPP
11255,UniProtKB reviewed (Swiss-Prot),Q9Y5N1,HRH3|||GPCR97
4684,UniProtKB reviewed (Swiss-Prot),P13591,NCAM1|||NCAM
56267,UniProtKB reviewed (Swiss-Prot),Q6YP21,KYAT3|||CCBL2|||KAT3
147837,UniProtKB reviewed (Swiss-Prot),Q8TA94,ZNF563
1277,UniProtKB reviewed (Swiss-Prot),P02452,COL1A1
10319,UniProtKB reviewed (Swiss-Prot),Q9Y6N6,LAMC3
10939,UniProtKB reviewed (Swiss-Prot),Q9Y4W6,AFG3L2
5330,UniProtKB reviewed (Swiss-Prot),Q00722,PLCB2
55066,UniProtKB reviewed (Swiss-Prot),Q8NCN5,PDPR|||KIAA1990
6879,UniProtKB reviewed (Swiss-Prot),Q15545,TAF7|||TAF2F|||TAFII55
5742,UniProtKB reviewed (Swiss-Prot),P23219,PTGS1|||COX1
23098,UniProtKB reviewed (Swiss-Prot),Q6SZW1,SARM1|||KIAA0524|||SAMD2|||SARM
143689,UniProtKB reviewed (Swiss-Prot),Q7Z3Z4,PIWIL4|||HIWI2|||PIWI
25862,UniProtKB reviewed (Swiss-Prot),Q70CQ1,USP49
23035,UniProtKB reviewed (Swiss-Prot),Q6ZVD8,PHLPP2|||KIAA0931|||PHLPPL
5883,UniProtKB reviewed (Swiss-Prot),Q99638,RAD9A
131405,UniProtKB reviewed (Swiss-Prot),Q2Q1W2,TRIM71|||LIN41
10581,UniProtKB reviewed (Swiss-Prot),Q01629,IFITM2
7975,UniProtKB reviewed (Swiss-Prot),O60675,MAFK
1510,UniProtKB reviewed (Swiss-Prot),P14091,CTSE
5828,UniProtKB reviewed (Swiss-Prot),P28328,PEX2|||PAF1|||PMP3|||PMP35|||PXMP3|||RNF72
8348,UniProtKB reviewed (Swiss-Prot),P23527,H2BC17|||H2BFH|||H2BFN|||HIST1H2BO
7566,UniProtKB reviewed (Swiss-Prot),P17022,ZNF18|||HDSG1|||KOX11|||ZKSCAN6|||ZNF535
6722,UniProtKB reviewed (Swiss-Prot),P11831,SRF
6157,UniProtKB reviewed (Swiss-Prot),P46776,RPL27A
79731,UniProtKB reviewed (Swiss-Prot),Q96I59,NARS2
23338,UniProtKB reviewed (Swiss-Prot),Q9NQC1,JADE2|||KIAA0239|||PHF15
101,UniProtKB reviewed (Swiss-Prot),P78325,ADAM8|||MS2
3775,UniProtKB reviewed (Swiss-Prot),O00180,KCNK1|||HOHO1|||KCNO1|||TWIK1
55711,UniProtKB reviewed (Swiss-Prot),Q96K12,FAR2|||MLSTD1
3848,UniProtKB reviewed (Swiss-Prot),P04264,KRT1|||KRTA
23463,UniProtKB reviewed (Swiss-Prot),O60725,ICMT|||PCCMT
9371,UniProtKB reviewed (Swiss-Prot),O15066,KIF3B|||KIAA0359
147923,UniProtKB reviewed (Swiss-Prot),Q8TAQ5,ZNF420
4707,UniProtKB reviewed (Swiss-Prot),O75438,NDUFB1
79109,UniProtKB reviewed (Swiss-Prot),Q9BPZ7,MAPKAP1|||MIP1|||SIN1
6777,UniProtKB reviewed (Swiss-Prot),P51692,STAT5B
10157,UniProtKB reviewed (Swiss-Prot),Q9UDR5,AASS
10884,UniProtKB reviewed (Swiss-Prot),Q9NP92,MRPS30|||PDCD9
56913,UniProtKB reviewed (Swiss-Prot),Q9NS00,C1GALT1
11060,UniProtKB reviewed (Swiss-Prot),O00308,WWP2
114822,UniProtKB reviewed (Swiss-Prot),Q8TCX5,RHPN1|||KIAA1929
23054,UniProtKB reviewed (Swiss-Prot),Q14686,NCOA6|||AIB3|||KIAA0181|||RAP250|||TRBP
283899,UniProtKB reviewed (Swiss-Prot),Q8NBZ0,INO80E|||CCDC95
6531,UniProtKB reviewed (Swiss-Prot),Q01959,SLC6A3|||DAT1
117531,UniProtKB reviewed (Swiss-Prot),Q8TDI8,TMC1
84532,UniProtKB reviewed (Swiss-Prot),Q9NUB1,ACSS1|||ACAS2L|||KIAA1846
4781,UniProtKB reviewed (Swiss-Prot),O00712,NFIB
79831,UniProtKB reviewed (Swiss-Prot),Q8N371,KDM8|||JMJD5
8636,UniProtKB reviewed (Swiss-Prot),O43805,SSNA1|||NA14
1558,UniProtKB reviewed (Swiss-Prot),P10632,CYP2C8
251,UniProtKB reviewed (Swiss-Prot),P10696,ALPG|||ALPPL|||ALPPL2
1670,UniProtKB reviewed (Swiss-Prot),Q01523,DEFA5|||DEF5
1024,UniProtKB reviewed (Swiss-Prot),P49336,CDK8
4298,UniProtKB reviewed (Swiss-Prot),Q03111,MLLT1|||ENL|||LTG19|||YEATS1
80108,UniProtKB reviewed (Swiss-Prot),Q6ZN57,ZFP2|||ZNF751
79023,UniProtKB reviewed (Swiss-Prot),Q8NFH4,NUP37
10846,UniProtKB reviewed (Swiss-Prot),Q9Y233,PDE10A
24144,UniProtKB reviewed (Swiss-Prot),Q9UBB9,TFIP11|||STIP
51728,UniProtKB reviewed (Swiss-Prot),Q9Y2Y1,POLR3K|||RPC11
7128,UniProtKB reviewed (Swiss-Prot),P21580,TNFAIP3|||OTUD7C
858,UniProtKB reviewed (Swiss-Prot),P51636,CAV2
3778,UniProtKB reviewed (Swiss-Prot),Q12791,KCNMA1|||KCNMA|||SLO
51001,UniProtKB reviewed (Swiss-Prot),Q96E29,MTERF3|||MTERFD1
84342,UniProtKB reviewed (Swiss-Prot),Q96MW5,COG8
51642,UniProtKB reviewed (Swiss-Prot),Q96GC5,MRPL48
4716,UniProtKB reviewed (Swiss-Prot),O96000,NDUFB10
8904,UniProtKB reviewed (Swiss-Prot),Q99829,CPNE1|||CPN1
7884,UniProtKB reviewed (Swiss-Prot),Q14493,SLBP|||HBP
10498,UniProtKB reviewed (Swiss-Prot),Q86X55,CARM1|||PRMT4
5442,UniProtKB reviewed (Swiss-Prot),O00411,POLRMT
7375,UniProtKB reviewed (Swiss-Prot),Q13107,USP4|||UNP|||UNPH
23770,UniProtKB reviewed (Swiss-Prot),Q14318,FKBP8|||FKBP38
10087,UniProtKB reviewed (Swiss-Prot),Q9Y5P4,CERT1|||CERT|||COL4A3BP|||STARD11
23498,UniProtKB reviewed (Swiss-Prot),P46952,HAAO
983,UniProtKB reviewed (Swiss-Prot),P06493,CDK1|||CDC2|||CDC28A|||CDKN1|||P34CDC2
56302,UniProtKB reviewed (Swiss-Prot),Q9NQA5,TRPV5|||ECAC1
55651,UniProtKB reviewed (Swiss-Prot),Q9NX24,NHP2|||NOLA2
55558,UniProtKB reviewed (Swiss-Prot),P51805,PLXNA3|||PLXN4|||SEX
10048,UniProtKB reviewed (Swiss-Prot),Q96S59,RANBP9|||RANBPM
11051,UniProtKB reviewed (Swiss-Prot),O43809,NUDT21|||CFIM25|||CPSF25|||CPSF5
6566,UniProtKB reviewed (Swiss-Prot),P53985,SLC16A1|||MCT1
7273,UniProtKB reviewed (Swiss-Prot),Q8WZ42,TTN
57580,UniProtKB reviewed (Swiss-Prot),Q8TCU6,PREX1|||KIAA1415
64419,UniProtKB reviewed (Swiss-Prot),Q8NCE2,MTMR14|||C3orf29
93649,UniProtKB reviewed (Swiss-Prot),Q8IZQ8,MYOCD|||MYCD
5599,UniProtKB reviewed (Swiss-Prot),P45983,MAPK8|||JNK1|||PRKM8|||SAPK1|||SAPK1C
5020,UniProtKB reviewed (Swiss-Prot),P01178,OXT|||OT
25920,UniProtKB reviewed (Swiss-Prot),Q8WX92,NELFB|||COBRA1|||KIAA1182
175,UniProtKB reviewed (Swiss-Prot),P20933,AGA
8601,UniProtKB reviewed (Swiss-Prot),O76081,RGS20|||RGSZ1|||ZGAP1
6991,UniProtKB reviewed (Swiss-Prot),Q8IZS6,DYNLT2|||TCTE3|||TCTEX1D3
55437,UniProtKB reviewed (Swiss-Prot),Q9C0K7,STRADB|||ALS2CR2|||ILPIP
114548,UniProtKB reviewed (Swiss-Prot),Q96P20,NLRP3|||C1orf7|||CIAS1|||NALP3|||PYPAF1
4669,UniProtKB reviewed (Swiss-Prot),P54802,NAGLU|||UFHSD1
80179,UniProtKB reviewed (Swiss-Prot),Q96H55,MYO19|||MYOHD1
1740,UniProtKB reviewed (Swiss-Prot),Q15700,DLG2
8460,UniProtKB reviewed (Swiss-Prot),O60507,TPST1
26291,UniProtKB reviewed (Swiss-Prot),Q9NSA1,FGF21
54996,UniProtKB reviewed (Swiss-Prot),Q969Z3,MTARC2|||MARC2|||MOSC2
25847,UniProtKB reviewed (Swiss-Prot),Q9BS18,ANAPC13
121536,UniProtKB reviewed (Swiss-Prot),Q6ZN18,AEBP2
126328,UniProtKB reviewed (Swiss-Prot),Q86Y39,NDUFA11
10856,UniProtKB reviewed (Swiss-Prot),Q9Y230,RUVBL2|||INO80J|||TIP48|||TIP49B
201294,UniProtKB reviewed (Swiss-Prot),Q70J99,UNC13D
1207,UniProtKB reviewed (Swiss-Prot),P54105,CLNS1A|||CLCI|||ICLN
58491,UniProtKB reviewed (Swiss-Prot),Q9NQZ8,ZNF71|||EZFIT
54757,UniProtKB reviewed (Swiss-Prot),Q96MK3,FAM20A
51466,UniProtKB reviewed (Swiss-Prot),Q9UI08,EVL|||RNB6
2647,UniProtKB reviewed (Swiss-Prot),P78537,BLOC1S1|||BLOS1|||GCN5L1|||RT14
9134,UniProtKB reviewed (Swiss-Prot),O96020,CCNE2
10607,UniProtKB reviewed (Swiss-Prot),Q12788,TBL3|||SAZD
705,UniProtKB reviewed (Swiss-Prot),Q13895,BYSL|||ENP1
50834,UniProtKB reviewed (Swiss-Prot),Q9NYW7,TAS2R1
6707,UniProtKB reviewed (Swiss-Prot),Q9UBC9,SPRR3|||SPRC
116844,UniProtKB reviewed (Swiss-Prot),P02750,LRG1|||LRG
4790,UniProtKB reviewed (Swiss-Prot),P19838,NFKB1
5618,UniProtKB reviewed (Swiss-Prot),P16471,PRLR
5925,UniProtKB reviewed (Swiss-Prot),P06400,RB1
147949,UniProtKB reviewed (Swiss-Prot),Q96ND8,ZNF583
23279,UniProtKB reviewed (Swiss-Prot),Q12769,NUP160|||KIAA0197|||NUP120
23521,UniProtKB reviewed (Swiss-Prot),P40429,RPL13A
2950,UniProtKB reviewed (Swiss-Prot),P09211,GSTP1|||FAEES3|||GST3
200014,UniProtKB reviewed (Swiss-Prot),Q5T0F9,CC2D1B|||KIAA1836
975,UniProtKB reviewed (Swiss-Prot),P60033,CD81|||TAPA1|||TSPAN28
5902,UniProtKB reviewed (Swiss-Prot),P43487,RANBP1
85414,UniProtKB reviewed (Swiss-Prot),Q96JT2,SLC45A3|||PCANAP6|||PRST
5213,UniProtKB reviewed (Swiss-Prot),P08237,PFKM|||PFKX
60436,UniProtKB reviewed (Swiss-Prot),Q9GZN2,TGIF2
10224,UniProtKB reviewed (Swiss-Prot),Q9Y2A4,ZNF443
6614,UniProtKB reviewed (Swiss-Prot),Q9BZZ2,SIGLEC1|||SN
196374,UniProtKB reviewed (Swiss-Prot),Q8N1N4,KRT78|||K5B|||KB40
122970,UniProtKB reviewed (Swiss-Prot),Q8N9L9,ACOT4|||PTE2B|||PTEIB
57130,UniProtKB reviewed (Swiss-Prot),Q9HD20,ATP13A1|||ATP13A|||KIAA1825
51377,UniProtKB reviewed (Swiss-Prot),Q9Y5K5,UCHL5|||UCH37
26268,UniProtKB reviewed (Swiss-Prot),Q9UK97,FBXO9|||FBX9|||VCIA1
3833,UniProtKB reviewed (Swiss-Prot),Q9BW19,KIFC1|||HSET|||KNSL2
4116,UniProtKB reviewed (Swiss-Prot),P61326,MAGOH|||MAGOHA
136,UniProtKB reviewed (Swiss-Prot),P29275,ADORA2B
116985,UniProtKB reviewed (Swiss-Prot),Q96P48,ARAP1|||CENTD2|||KIAA0782
83715,UniProtKB reviewed (Swiss-Prot),B1AK53,ESPN|||DFNB36
3213,UniProtKB reviewed (Swiss-Prot),P14651,HOXB3|||HOX2G
646486,UniProtKB reviewed (Swiss-Prot),A6NFH5,FABP12
2101,UniProtKB reviewed (Swiss-Prot),P11474,ESRRA|||ERR1|||ESRL1|||NR3B1
9604,UniProtKB reviewed (Swiss-Prot),Q9UBS8,RNF14|||ARA54
5139,UniProtKB reviewed (Swiss-Prot),Q14432,PDE3A
57468,UniProtKB reviewed (Swiss-Prot),Q9H2X9,SLC12A5|||KCC2|||KIAA1176
4599,UniProtKB reviewed (Swiss-Prot),P20591,MX1
130576,UniProtKB reviewed (Swiss-Prot),Q8NI32,LYPD6B
145873,UniProtKB reviewed (Swiss-Prot),Q0VG99,MESP2|||BHLHC6|||SCDO2
414060,UniProtKB reviewed (Swiss-Prot),Q8IZP1,TBC1D3|||PRC17|||TBC1D3A
740,UniProtKB reviewed (Swiss-Prot),Q13405,MRPL49|||C11orf4|||NOF1
317772,UniProtKB reviewed (Swiss-Prot),Q8IUE6,H2AC21|||HIST2H2AB
4902,UniProtKB reviewed (Swiss-Prot),Q99748,NRTN
81607,UniProtKB reviewed (Swiss-Prot),Q96NY8,NECTIN4|||LNIR|||PRR4|||PVRL4
7167,UniProtKB reviewed (Swiss-Prot),P60174,TPI1|||TPI
7251,UniProtKB reviewed (Swiss-Prot),Q99816,TSG101
79895,UniProtKB reviewed (Swiss-Prot),Q8TF62,ATP8B4|||KIAA1939
152831,UniProtKB reviewed (Swiss-Prot),Q86Z14,KLB
1479,UniProtKB reviewed (Swiss-Prot),Q12996,CSTF3
900,UniProtKB reviewed (Swiss-Prot),P51959,CCNG1|||CCNG|||CYCG1
83594,UniProtKB reviewed (Swiss-Prot),Q9BQG2,NUDT12
970,UniProtKB reviewed (Swiss-Prot),P32970,CD70|||CD27L|||CD27LG|||TNFSF7
7049,UniProtKB reviewed (Swiss-Prot),Q03167,TGFBR3
1846,UniProtKB reviewed (Swiss-Prot),Q13115,DUSP4|||MKP2|||VH2
6726,UniProtKB reviewed (Swiss-Prot),P49458,SRP9
253558,UniProtKB reviewed (Swiss-Prot),Q6UWP7,LCLAT1|||AGPAT8|||ALCAT1|||LYCAT
3763,UniProtKB reviewed (Swiss-Prot),P48051,KCNJ6|||GIRK2|||KATP2|||KCNJ7
549,UniProtKB reviewed (Swiss-Prot),Q13825,AUH
86,UniProtKB reviewed (Swiss-Prot),O96019,ACTL6A|||BAF53|||BAF53A|||INO80K
8445,UniProtKB reviewed (Swiss-Prot),Q92630,DYRK2
1616,UniProtKB reviewed (Swiss-Prot),Q9UER7,DAXX|||BING2|||DAP6
160851,UniProtKB reviewed (Swiss-Prot),Q86XP1,DGKH
788,UniProtKB reviewed (Swiss-Prot),O43772,SLC25A20|||CAC|||CACT
3280,UniProtKB reviewed (Swiss-Prot),Q14469,HES1|||BHLHB39|||HL|||HRY
2175,UniProtKB reviewed (Swiss-Prot),O15360,FANCA|||FAA|||FACA|||FANCH
5165,UniProtKB reviewed (Swiss-Prot),Q15120,PDK3|||PDHK3
4829,UniProtKB reviewed (Swiss-Prot),P28336,NMBR
5427,UniProtKB reviewed (Swiss-Prot),P56282,POLE2|||DPE2
10010,UniProtKB reviewed (Swiss-Prot),Q92844,TANK|||ITRAF|||TRAF2
9218,UniProtKB reviewed (Swiss-Prot),Q9P0L0,VAPA|||VAP33
5692,UniProtKB reviewed (Swiss-Prot),P28070,PSMB4|||PROS26
26007,UniProtKB reviewed (Swiss-Prot),Q3LXA3,TKFC|||DAK
7203,UniProtKB reviewed (Swiss-Prot),P49368,CCT3|||CCTG|||TRIC5
84239,UniProtKB reviewed (Swiss-Prot),Q4VNC1,ATP13A4
28,UniProtKB reviewed (Swiss-Prot),P16442,ABO
