from,to_type,to_name,gene_name
4049,UniProtKB reviewed (Swiss-Prot),P01374,LTA|||TNFB|||TNFSF1
2582,UniProtKB reviewed (Swiss-Prot),Q14376,GALE
3787,UniProtKB reviewed (Swiss-Prot),Q96KK3,KCNS1
23344,UniProtKB reviewed (Swiss-Prot),Q9BSJ8,ESYT1|||FAM62A|||KIAA0747|||MBC2
80184,UniProtKB reviewed (Swiss-Prot),O15078,CEP290|||BBS14|||KIAA0373|||NPHP6
11284,UniProtKB reviewed (Swiss-Prot),Q96T60,PNKP
2192,UniProtKB reviewed (Swiss-Prot),P23142,FBLN1
1559,UniProtKB reviewed (Swiss-Prot),P11712,CYP2C9|||CYP2C10
23082,UniProtKB reviewed (Swiss-Prot),Q5VV67,PPRC1|||KIAA0595
6521,UniProtKB reviewed (Swiss-Prot),P02730,SLC4A1|||AE1|||DI|||EPB3
2905,UniProtKB reviewed (Swiss-Prot),Q14957,GRIN2C|||NMDAR2C
2046,UniProtKB reviewed (Swiss-Prot),P29322,EPHA8|||EEK|||HEK3|||KIAA1459
3148,UniProtKB reviewed (Swiss-Prot),P26583,HMGB2|||HMG2
56902,UniProtKB reviewed (Swiss-Prot),Q9NRX1,PNO1
3605,UniProtKB reviewed (Swiss-Prot),Q16552,IL17A|||CTLA8|||IL17
2787,UniProtKB reviewed (Swiss-Prot),P63218,GNG5|||GNGT5
640,UniProtKB reviewed (Swiss-Prot),P51451,BLK
5256,UniProtKB reviewed (Swiss-Prot),P46019,PHKA2|||PHKLA|||PYK
5451,UniProtKB reviewed (Swiss-Prot),P14859,POU2F1|||OCT1|||OTF1
80149,UniProtKB reviewed (Swiss-Prot),Q5D1E8,ZC3H12A|||MCPIP|||MCPIP1
5930,UniProtKB reviewed (Swiss-Prot),Q7Z6E9,RBBP6|||P2PR|||PACT|||RBQ1
83452,UniProtKB reviewed (Swiss-Prot),Q9H082,RAB33B
84541,UniProtKB reviewed (Swiss-Prot),Q8NFY9,KBTBD8|||KIAA1842|||TAKRP
3250,UniProtKB reviewed (Swiss-Prot),P00739,HPR
4125,UniProtKB reviewed (Swiss-Prot),O00754,MAN2B1|||LAMAN|||MANB
8850,UniProtKB reviewed (Swiss-Prot),Q92831,KAT2B|||PCAF
8945,UniProtKB reviewed (Swiss-Prot),Q9Y297,BTRC|||BTRCP|||FBW1A|||FBXW1A
2889,UniProtKB reviewed (Swiss-Prot),Q13905,RAPGEF1|||GRF2
22900,UniProtKB reviewed (Swiss-Prot),Q9Y2G2,CARD8|||DACAR|||KIAA0955|||NDPP1
28956,UniProtKB reviewed (Swiss-Prot),Q9Y2Q5,LAMTOR2|||MAPBPIP|||ROBLD3
152503,UniProtKB reviewed (Swiss-Prot),Q5HYK7,SH3D19
7408,UniProtKB reviewed (Swiss-Prot),P50552,VASP
10542,UniProtKB reviewed (Swiss-Prot),O43504,LAMTOR5|||HBXIP|||XIP
1465,UniProtKB reviewed (Swiss-Prot),P21291,CSRP1|||CSRP|||CYRP
5048,UniProtKB reviewed (Swiss-Prot),P43034,PAFAH1B1|||LIS1|||MDCR|||MDS|||PAFAHA
3557,UniProtKB reviewed (Swiss-Prot),P18510,IL1RN|||IL1F3|||IL1RA
10721,UniProtKB reviewed (Swiss-Prot),O75417,POLQ|||POLH
389812,UniProtKB reviewed (Swiss-Prot),Q6UWW0,LCN15
79718,UniProtKB reviewed (Swiss-Prot),Q9BZK7,TBL1XR1|||IRA1|||TBLR1
7067,UniProtKB reviewed (Swiss-Prot),P10827,THRA|||EAR7|||ERBA1|||NR1A1|||THRA1|||THRA2
637,UniProtKB reviewed (Swiss-Prot),P55957,BID
161725,UniProtKB reviewed (Swiss-Prot),Q8TE49,OTUD7A|||C15orf16|||CEZANNE2|||OTUD7
4604,UniProtKB reviewed (Swiss-Prot),Q00872,MYBPC1|||MYBPCS
3480,UniProtKB reviewed (Swiss-Prot),P08069,IGF1R
7291,UniProtKB reviewed (Swiss-Prot),Q15672,TWIST1|||BHLHA38|||TWIST
10960,UniProtKB reviewed (Swiss-Prot),Q12907,LMAN2|||C5orf8
27244,UniProtKB reviewed (Swiss-Prot),Q9Y6P5,SESN1|||PA26|||SEST1
27330,UniProtKB reviewed (Swiss-Prot),Q9UK32,RPS6KA6|||RSK4
29979,UniProtKB reviewed (Swiss-Prot),Q9UMX0,UBQLN1|||DA41|||PLIC1
1142,UniProtKB reviewed (Swiss-Prot),Q05901,CHRNB3
375790,UniProtKB reviewed (Swiss-Prot),O00468,AGRN|||AGRIN
7594,UniProtKB reviewed (Swiss-Prot),P17038,ZNF43|||KOX27|||ZNF39|||ZNF39L1
10106,UniProtKB reviewed (Swiss-Prot),O14595,CTDSP2|||NIF2|||OS4|||SCP2
8731,UniProtKB reviewed (Swiss-Prot),O43148,RNMT|||KIAA0398
55656,UniProtKB reviewed (Swiss-Prot),Q75QN2,INTS8|||C8orf52
51312,UniProtKB reviewed (Swiss-Prot),Q9NYZ2,SLC25A37|||MFRN|||MSCP
51347,UniProtKB reviewed (Swiss-Prot),Q9H2K8,TAOK3|||DPK|||JIK|||KDS|||MAP3K18
112812,UniProtKB reviewed (Swiss-Prot),Q6P4F2,FDX2|||FDX1L
56474,UniProtKB reviewed (Swiss-Prot),Q9NRF8,CTPS2
4802,UniProtKB reviewed (Swiss-Prot),Q13952,NFYC
26245,UniProtKB reviewed (Swiss-Prot),Q96R27,OR2M4
3796,UniProtKB reviewed (Swiss-Prot),O00139,KIF2A|||KIF2|||KNS2
3362,UniProtKB reviewed (Swiss-Prot),P50406,HTR6
441024,UniProtKB reviewed (Swiss-Prot),Q9H903,MTHFD2L
1577,UniProtKB reviewed (Swiss-Prot),P20815,CYP3A5
5534,UniProtKB reviewed (Swiss-Prot),P63098,PPP3R1|||CNA2|||CNB
10395,UniProtKB reviewed (Swiss-Prot),Q96QB1,DLC1|||ARHGAP7|||KIAA1723|||STARD12
9987,UniProtKB reviewed (Swiss-Prot),O14979,HNRNPDL|||HNRPDL|||JKTBP
64121,UniProtKB reviewed (Swiss-Prot),Q9HB90,RRAGC
10769,UniProtKB reviewed (Swiss-Prot),Q9NYY3,PLK2|||SNK
9789,UniProtKB reviewed (Swiss-Prot),Q15005,SPCS2|||KIAA0102|||SPC25
7403,UniProtKB reviewed (Swiss-Prot),O15550,KDM6A|||UTX
391,UniProtKB reviewed (Swiss-Prot),P84095,RHOG|||ARHG
2534,UniProtKB reviewed (Swiss-Prot),P06241,FYN
7140,UniProtKB reviewed (Swiss-Prot),P45378,TNNT3
1893,UniProtKB reviewed (Swiss-Prot),Q16610,ECM1
196,UniProtKB reviewed (Swiss-Prot),P35869,AHR|||BHLHE76
84100,UniProtKB reviewed (Swiss-Prot),Q9H0F7,ARL6|||BBS3
56848,UniProtKB reviewed (Swiss-Prot),Q9NRA0,SPHK2|||SK2
1870,UniProtKB reviewed (Swiss-Prot),Q14209,E2F2
79058,UniProtKB reviewed (Swiss-Prot),Q9BZE9,ASPSCR1|||ASPL|||RCC17|||TUG|||UBXD9|||UBXN9
4144,UniProtKB reviewed (Swiss-Prot),P31153,MAT2A|||AMS2|||MATA2
8125,UniProtKB reviewed (Swiss-Prot),P39687,ANP32A|||C15orf1|||LANP|||MAPM|||PHAP1
6095,UniProtKB reviewed (Swiss-Prot),P35398,RORA|||NR1F1|||RZRA
567,UniProtKB reviewed (Swiss-Prot),P61769,B2M
26050,UniProtKB reviewed (Swiss-Prot),O94991,SLITRK5|||KIAA0918|||LRRC11
177,UniProtKB reviewed (Swiss-Prot),Q15109,AGER|||RAGE
23168,UniProtKB reviewed (Swiss-Prot),Q92541,RTF1|||KIAA0252
65003,UniProtKB reviewed (Swiss-Prot),Q9Y3B7,MRPL11
10325,UniProtKB reviewed (Swiss-Prot),Q5VZM2,RRAGB
84432,UniProtKB reviewed (Swiss-Prot),P58294,PROK1
8644,UniProtKB reviewed (Swiss-Prot),P42330,AKR1C3|||DDH1|||HSD17B5|||KIAA0119|||PGFS
11163,UniProtKB reviewed (Swiss-Prot),Q9NZJ9,NUDT4|||DIPP2|||KIAA0487
8804,UniProtKB reviewed (Swiss-Prot),O75629,CREG1|||CREG
25852,UniProtKB reviewed (Swiss-Prot),Q8IUR7,ARMC8
25929,UniProtKB reviewed (Swiss-Prot),Q8TEQ6,GEMIN5
51619,UniProtKB reviewed (Swiss-Prot),Q9Y2X8,UBE2D4|||UBCH5D
55781,UniProtKB reviewed (Swiss-Prot),Q9BVS4,RIOK2|||RIO2
9734,UniProtKB reviewed (Swiss-Prot),Q9UKV0,HDAC9|||HDAC7|||HDAC7B|||HDRP|||KIAA0744|||MITR
79290,UniProtKB reviewed (Swiss-Prot),Q8NGR1,OR13A1
7529,UniProtKB reviewed (Swiss-Prot),P31946,YWHAB
6201,UniProtKB reviewed (Swiss-Prot),P62081,RPS7
528,UniProtKB reviewed (Swiss-Prot),P21283,ATP6V1C1|||ATP6C|||ATP6D|||VATC
4690,UniProtKB reviewed (Swiss-Prot),P16333,NCK1|||NCK
9329,UniProtKB reviewed (Swiss-Prot),Q9UKN8,GTF3C4
65124,UniProtKB reviewed (Swiss-Prot),Q53LP3,SOWAHC|||ANKRD57|||C2orf26
83988,UniProtKB reviewed (Swiss-Prot),P61601,NCALD
988,UniProtKB reviewed (Swiss-Prot),Q99459,CDC5L|||KIAA0432|||PCDC5RP
220992,UniProtKB reviewed (Swiss-Prot),Q8NCK3,ZNF485
112399,UniProtKB reviewed (Swiss-Prot),Q9H6Z9,EGLN3
1967,UniProtKB reviewed (Swiss-Prot),Q14232,EIF2B1|||EIF2BA
5880,UniProtKB reviewed (Swiss-Prot),P15153,RAC2
57605,UniProtKB reviewed (Swiss-Prot),Q9BZ72,PITPNM2|||KIAA1457|||NIR3
5071,UniProtKB reviewed (Swiss-Prot),O60260,PRKN|||PARK2
25782,UniProtKB reviewed (Swiss-Prot),Q9H2M9,RAB3GAP2|||KIAA0839
816,UniProtKB reviewed (Swiss-Prot),Q13554,CAMK2B|||CAM2|||CAMK2|||CAMKB
55829,UniProtKB reviewed (Swiss-Prot),Q9BQE4,SELENOS|||SELS|||VIMP
2940,UniProtKB reviewed (Swiss-Prot),Q16772,GSTA3
3017,UniProtKB reviewed (Swiss-Prot),P58876,H2BC5|||H2BFB|||HIRIP2|||HIST1H2BD
3017,UniProtKB reviewed (Swiss-Prot),P62807,H2BC4|||H2BC6|||H2BC7|||H2BC8|||H2BC10|||H2BFL|||HIST1H2BC|||H2BFH|||HIST1H2BE|||H2BFG|||HIST1H2BF|||H2BFA|||HIST1H2BG|||H2BFK|||HIST1H2BI
8575,UniProtKB reviewed (Swiss-Prot),O75569,PRKRA|||PACT|||RAX
3134,UniProtKB reviewed (Swiss-Prot),P30511,HLA-F|||HLA-5.4|||HLAF
2289,UniProtKB reviewed (Swiss-Prot),Q13451,FKBP5|||AIG6|||FKBP51
8536,UniProtKB reviewed (Swiss-Prot),Q14012,CAMK1
9227,UniProtKB reviewed (Swiss-Prot),O95237,LRAT
9901,UniProtKB reviewed (Swiss-Prot),O43295,SRGAP3|||ARHGAP14|||KIAA0411|||KIAA1156|||MEGAP|||SRGAP2
29935,UniProtKB reviewed (Swiss-Prot),Q13156,RPA4
51702,UniProtKB reviewed (Swiss-Prot),Q9ULW8,PADI3|||PAD3|||PDI3
2113,UniProtKB reviewed (Swiss-Prot),P14921,ETS1|||EWSR2
10795,UniProtKB reviewed (Swiss-Prot),Q14587,ZNF268
8345,UniProtKB reviewed (Swiss-Prot),Q93079,H2BC9|||H2BFJ|||HIST1H2BH
5241,UniProtKB reviewed (Swiss-Prot),P06401,PGR|||NR3C3
84631,UniProtKB reviewed (Swiss-Prot),Q9H156,SLITRK2|||CXorf2|||KIAA1854|||SLITL1
79993,UniProtKB reviewed (Swiss-Prot),A1L3X0,ELOVL7
84062,UniProtKB reviewed (Swiss-Prot),Q96EV8,DTNBP1|||BLOC1S8
51667,UniProtKB reviewed (Swiss-Prot),Q9Y5A7,NUB1|||NYREN18
2694,UniProtKB reviewed (Swiss-Prot),P27352,CBLIF|||GIF|||IFMH
63971,UniProtKB reviewed (Swiss-Prot),Q9H1H9,KIF13A|||RBKIN
64219,UniProtKB reviewed (Swiss-Prot),Q8NG27,PJA1|||RNF70
4218,UniProtKB reviewed (Swiss-Prot),P61006,RAB8A|||MEL|||RAB8
10916,UniProtKB reviewed (Swiss-Prot),Q9UNF1,MAGED2|||BCG1
84720,UniProtKB reviewed (Swiss-Prot),Q8TEQ8,PIGO
5557,UniProtKB reviewed (Swiss-Prot),P49642,PRIM1
2870,UniProtKB reviewed (Swiss-Prot),P43250,GRK6|||GPRK6
83933,UniProtKB reviewed (Swiss-Prot),Q969S8,HDAC10
9441,UniProtKB reviewed (Swiss-Prot),O95402,MED26|||ARC70|||CRSP7
6872,UniProtKB reviewed (Swiss-Prot),P21675,TAF1|||BA2R|||CCG1|||CCGS|||TAF2A
10488,UniProtKB reviewed (Swiss-Prot),O43889,CREB3|||LZIP
50604,UniProtKB reviewed (Swiss-Prot),Q9NYY1,IL20|||ZCYTO10
28998,UniProtKB reviewed (Swiss-Prot),Q9BYD1,MRPL13
64981,UniProtKB reviewed (Swiss-Prot),Q9BQ48,MRPL34
51693,UniProtKB reviewed (Swiss-Prot),Q9UL33,TRAPPC2L
2592,UniProtKB reviewed (Swiss-Prot),P07902,GALT
554,UniProtKB reviewed (Swiss-Prot),P30518,AVPR2|||ADHR|||DIR|||DIR3|||V2R
4534,UniProtKB reviewed (Swiss-Prot),Q13496,MTM1|||CG2
64924,UniProtKB reviewed (Swiss-Prot),Q8TAD4,SLC30A5|||ZNT5|||ZNTL1|||ZTL1
928,UniProtKB reviewed (Swiss-Prot),P21926,CD9|||MIC3|||TSPAN29
54165,UniProtKB reviewed (Swiss-Prot),Q96GG9,DCUN1D1|||DCN1|||DCUN1L1|||RP42|||SCCRO
80095,UniProtKB reviewed (Swiss-Prot),Q8WXB4,ZNF606|||KIAA1852|||ZNF328
10426,UniProtKB reviewed (Swiss-Prot),Q96CW5,TUBGCP3|||GCP3
6198,UniProtKB reviewed (Swiss-Prot),P23443,RPS6KB1|||STK14A
353274,UniProtKB reviewed (Swiss-Prot),P59923,ZNF445|||ZFP445|||ZKSCAN15|||ZNF168
284119,UniProtKB reviewed (Swiss-Prot),Q6NZI2,CAVIN1|||PTRF
261734,UniProtKB reviewed (Swiss-Prot),O75161,NPHP4|||KIAA0673
60678,UniProtKB reviewed (Swiss-Prot),P57772,EEFSEC|||SELB
5295,UniProtKB reviewed (Swiss-Prot),P27986,PIK3R1|||GRB1
5739,UniProtKB reviewed (Swiss-Prot),P43119,PTGIR|||PRIPR
92591,UniProtKB reviewed (Swiss-Prot),Q96NS5,ASB16
1378,UniProtKB reviewed (Swiss-Prot),P17927,CR1|||C3BR
6237,UniProtKB reviewed (Swiss-Prot),P10301,RRAS
11240,UniProtKB reviewed (Swiss-Prot),Q9Y2J8,PADI2|||KIAA0994|||PAD2|||PDI2
5432,UniProtKB reviewed (Swiss-Prot),P19387,POLR2C
23367,UniProtKB reviewed (Swiss-Prot),Q6PKG0,LARP1|||KIAA0731|||LARP
4969,UniProtKB reviewed (Swiss-Prot),P20774,OGN|||OIF|||SLRR3A
1855,UniProtKB reviewed (Swiss-Prot),O14640,DVL1
6132,UniProtKB reviewed (Swiss-Prot),P62917,RPL8
1063,UniProtKB reviewed (Swiss-Prot),P49454,CENPF
25894,UniProtKB reviewed (Swiss-Prot),Q58EX7,PLEKHG4|||PRTPHN1
27153,UniProtKB reviewed (Swiss-Prot),Q9ULD5,ZNF777|||KIAA1285
5170,UniProtKB reviewed (Swiss-Prot),O15530,PDPK1|||PDK1
4528,UniProtKB reviewed (Swiss-Prot),P46199,MTIF2
9489,UniProtKB reviewed (Swiss-Prot),Q32NB8,PGS1
80344,UniProtKB reviewed (Swiss-Prot),Q8TEB1,DCAF11|||WDR23
9140,UniProtKB reviewed (Swiss-Prot),O94817,ATG12|||APG12|||APG12L
404672,UniProtKB reviewed (Swiss-Prot),Q6ZYL4,GTF2H5|||C6orf175|||TTDA
255231,UniProtKB reviewed (Swiss-Prot),Q8IZK6,MCOLN2
727,UniProtKB reviewed (Swiss-Prot),P01031,C5|||CPAMD4
158,UniProtKB reviewed (Swiss-Prot),P30566,ADSL|||AMPS
10146,UniProtKB reviewed (Swiss-Prot),Q13283,G3BP1|||G3BP
4646,UniProtKB reviewed (Swiss-Prot),Q9UM54,MYO6|||KIAA0389
64856,UniProtKB reviewed (Swiss-Prot),Q6PCB0,VWA1
2697,UniProtKB reviewed (Swiss-Prot),P17302,GJA1|||GJAL
5822,UniProtKB reviewed (Swiss-Prot),Q15269,PWP2|||PWP2H
3717,UniProtKB reviewed (Swiss-Prot),O60674,JAK2
57117,UniProtKB reviewed (Swiss-Prot),Q96CB8,INTS12|||PHF22
3592,UniProtKB reviewed (Swiss-Prot),P29459,IL12A|||NKSF1
9968,UniProtKB reviewed (Swiss-Prot),Q93074,MED12|||ARC240|||CAGH45|||HOPA|||KIAA0192|||TNRC11|||TRAP230
25950,UniProtKB reviewed (Swiss-Prot),Q9Y3V2,RWDD3|||RSUME
9348,UniProtKB reviewed (Swiss-Prot),O95803,NDST3|||HSST3
10683,UniProtKB reviewed (Swiss-Prot),Q9NYJ7,DLL3
6754,UniProtKB reviewed (Swiss-Prot),P31391,SSTR4
1660,UniProtKB reviewed (Swiss-Prot),Q08211,DHX9|||DDX9|||LKP|||NDH2
8878,UniProtKB reviewed (Swiss-Prot),Q13501,SQSTM1|||ORCA|||OSIL
5787,UniProtKB reviewed (Swiss-Prot),P23467,PTPRB|||PTPB
6480,UniProtKB reviewed (Swiss-Prot),P15907,ST6GAL1|||SIAT1
5646,UniProtKB reviewed (Swiss-Prot),P35030,PRSS3|||PRSS4|||TRY3|||TRY4
7486,UniProtKB reviewed (Swiss-Prot),Q14191,WRN|||RECQ3|||RECQL2
22821,UniProtKB reviewed (Swiss-Prot),Q14644,RASA3
10613,UniProtKB reviewed (Swiss-Prot),O75477,ERLIN1|||C10orf69|||KE04|||KEO4|||SPFH1
6633,UniProtKB reviewed (Swiss-Prot),P62316,SNRPD2|||SNRPD1
2266,UniProtKB reviewed (Swiss-Prot),P02679,FGG
372,UniProtKB reviewed (Swiss-Prot),P48444,ARCN1|||COPD
23543,UniProtKB reviewed (Swiss-Prot),O43251,RBFOX2|||FOX2|||HRNBP2|||RBM9|||RTA
8204,UniProtKB reviewed (Swiss-Prot),P48552,NRIP1
8648,UniProtKB reviewed (Swiss-Prot),Q15788,NCOA1|||BHLHE74|||SRC1
64834,UniProtKB reviewed (Swiss-Prot),Q9BW60,ELOVL1|||SSC1
60487,UniProtKB reviewed (Swiss-Prot),Q7Z4G4,TRMT11|||C6orf75
84436,UniProtKB reviewed (Swiss-Prot),Q3MIS6,ZNF528|||KIAA1827
4005,UniProtKB reviewed (Swiss-Prot),P25791,LMO2|||RBTN2|||RBTNL1|||RHOM2|||TTG2
9061,UniProtKB reviewed (Swiss-Prot),O43252,PAPSS1|||ATPSK1|||PAPSS
2015,UniProtKB reviewed (Swiss-Prot),Q14246,ADGRE1|||EMR1|||TM7LN3
55625,UniProtKB reviewed (Swiss-Prot),Q9NXF8,ZDHHC7
84174,UniProtKB reviewed (Swiss-Prot),Q9H6Q3,SLA2|||C20orf156|||SLAP2
6610,UniProtKB reviewed (Swiss-Prot),O60906,SMPD2
8578,UniProtKB reviewed (Swiss-Prot),Q14162,SCARF1|||KIAA0149|||SREC
3791,UniProtKB reviewed (Swiss-Prot),P35968,KDR|||FLK1|||VEGFR2
348995,UniProtKB reviewed (Swiss-Prot),Q8NFH3,NUP43
9320,UniProtKB reviewed (Swiss-Prot),Q14669,TRIP12|||KIAA0045|||ULF
3133,UniProtKB reviewed (Swiss-Prot),P13747,HLA-E|||HLA-6.2|||HLAE
22869,UniProtKB reviewed (Swiss-Prot),Q9Y2H8,ZNF510|||KIAA0972
10418,UniProtKB reviewed (Swiss-Prot),Q9HCB6,SPON1|||KIAA0762|||VSGP
1111,UniProtKB reviewed (Swiss-Prot),O14757,CHEK1|||CHK1
25942,UniProtKB reviewed (Swiss-Prot),Q96ST3,SIN3A
2909,UniProtKB reviewed (Swiss-Prot),Q9NRY4,ARHGAP35|||GRF1|||GRLF1|||KIAA1722|||P190A|||p190ARHOGAP
9333,UniProtKB reviewed (Swiss-Prot),O43548,TGM5|||TGMX
523,UniProtKB reviewed (Swiss-Prot),P38606,ATP6V1A|||ATP6A1|||ATP6V1A1|||VPP2
8824,UniProtKB reviewed (Swiss-Prot),O00748,CES2|||ICE
27031,UniProtKB reviewed (Swiss-Prot),Q7Z494,NPHP3|||KIAA2000
51741,UniProtKB reviewed (Swiss-Prot),Q9NZC7,WWOX|||FOR|||SDR41C1|||WOX1
284348,UniProtKB reviewed (Swiss-Prot),Q6UWN5,LYPD5
976,UniProtKB reviewed (Swiss-Prot),P48960,ADGRE5|||CD97
9231,UniProtKB reviewed (Swiss-Prot),Q8TDM6,DLG5|||KIAA0583|||PDLG
79176,UniProtKB reviewed (Swiss-Prot),Q9H469,FBXL15|||FBXO37
51107,UniProtKB reviewed (Swiss-Prot),Q96BI3,APH1A|||PSF
644,UniProtKB reviewed (Swiss-Prot),P53004,BLVRA|||BLVR|||BVR
10990,UniProtKB reviewed (Swiss-Prot),O75023,LILRB5|||LIR8
162514,UniProtKB reviewed (Swiss-Prot),Q8NET8,TRPV3
388567,UniProtKB reviewed (Swiss-Prot),O43361,ZNF749
122553,UniProtKB reviewed (Swiss-Prot),Q86SZ2,TRAPPC6B
23705,UniProtKB reviewed (Swiss-Prot),Q9BY67,CADM1|||IGSF4|||IGSF4A|||NECL2|||SYNCAM|||TSLC1
3688,UniProtKB reviewed (Swiss-Prot),P05556,ITGB1|||FNRB|||MDF2|||MSK12
157570,UniProtKB reviewed (Swiss-Prot),Q56NI9,ESCO2
890,UniProtKB reviewed (Swiss-Prot),P20248,CCNA2|||CCN1|||CCNA
55140,UniProtKB reviewed (Swiss-Prot),Q9H9T3,ELP3
401258,UniProtKB reviewed (Swiss-Prot),Q7Z6P3,RAB44
7171,UniProtKB reviewed (Swiss-Prot),P67936,TPM4
2791,UniProtKB reviewed (Swiss-Prot),P61952,GNG11|||GNGT11
56852,UniProtKB reviewed (Swiss-Prot),Q9NS91,RAD18|||RNF73
83795,UniProtKB reviewed (Swiss-Prot),Q96T55,KCNK16|||TALK1
51096,UniProtKB reviewed (Swiss-Prot),Q9Y5J1,UTP18|||WDR50
5260,UniProtKB reviewed (Swiss-Prot),Q16816,PHKG1|||PHKG
23172,UniProtKB reviewed (Swiss-Prot),Q15018,ABRAXAS2|||ABRO1|||FAM175B|||KIAA0157
7295,UniProtKB reviewed (Swiss-Prot),P10599,TXN|||TRDX|||TRX|||TRX1
1555,UniProtKB reviewed (Swiss-Prot),P20813,CYP2B6
5829,UniProtKB reviewed (Swiss-Prot),P49023,PXN
411,UniProtKB reviewed (Swiss-Prot),P15848,ARSB
5052,UniProtKB reviewed (Swiss-Prot),Q06830,PRDX1|||PAGA|||PAGB|||TDPX2
56922,UniProtKB reviewed (Swiss-Prot),Q96RQ3,MCCC1|||MCCA
7965,UniProtKB reviewed (Swiss-Prot),Q13155,AIMP2|||JTV1
7407,UniProtKB reviewed (Swiss-Prot),P26640,VARS1|||G7A|||VARS|||VARS2
1737,UniProtKB reviewed (Swiss-Prot),P10515,DLAT|||DLTA
3577,UniProtKB reviewed (Swiss-Prot),P25024,CXCR1|||CMKAR1|||IL8RA
6793,UniProtKB reviewed (Swiss-Prot),O94804,STK10|||LOK
9879,UniProtKB reviewed (Swiss-Prot),Q7L014,DDX46|||KIAA0801
57679,UniProtKB reviewed (Swiss-Prot),Q96Q42,ALS2|||ALS2CR6|||KIAA1563
7186,UniProtKB reviewed (Swiss-Prot),Q12933,TRAF2|||TRAP3
84618,UniProtKB reviewed (Swiss-Prot),Q9BXI3,NT5C1A
6167,UniProtKB reviewed (Swiss-Prot),P61927,RPL37
51135,UniProtKB reviewed (Swiss-Prot),Q9NWZ3,IRAK4
9422,UniProtKB reviewed (Swiss-Prot),O43296,ZNF264|||KIAA0412
7368,UniProtKB reviewed (Swiss-Prot),Q16880,UGT8|||CGT|||UGT4
2554,UniProtKB reviewed (Swiss-Prot),P14867,GABRA1
23556,UniProtKB reviewed (Swiss-Prot),O95427,PIGN|||MCD4
8754,UniProtKB reviewed (Swiss-Prot),Q13443,ADAM9|||KIAA0021|||MCMP|||MDC9|||MLTNG
5592,UniProtKB reviewed (Swiss-Prot),Q13976,PRKG1|||PRKG1B|||PRKGR1A|||PRKGR1B
10409,UniProtKB reviewed (Swiss-Prot),P80723,BASP1|||NAP22
23649,UniProtKB reviewed (Swiss-Prot),Q14181,POLA2
27018,UniProtKB reviewed (Swiss-Prot),Q00994,BEX3|||DXS6984E|||NADE|||NGFRAP1
54926,UniProtKB reviewed (Swiss-Prot),Q712K3,UBE2R2|||CDC34B|||UBC3B
10128,UniProtKB reviewed (Swiss-Prot),P42704,LRPPRC|||LRP130
162466,UniProtKB reviewed (Swiss-Prot),Q8TCT1,PHOSPHO1
3880,UniProtKB reviewed (Swiss-Prot),P08727,KRT19
2308,UniProtKB reviewed (Swiss-Prot),Q12778,FOXO1|||FKHR|||FOXO1A
11339,UniProtKB reviewed (Swiss-Prot),O43482,OIP5|||MIS18B
2034,UniProtKB reviewed (Swiss-Prot),Q99814,EPAS1|||BHLHE73|||HIF2A|||MOP2|||PASD2
5717,UniProtKB reviewed (Swiss-Prot),O00231,PSMD11
81929,UniProtKB reviewed (Swiss-Prot),Q96EE3,SEH1L|||SEC13L|||SEH1
80012,UniProtKB reviewed (Swiss-Prot),Q8NDX5,PHC3|||EDR3|||PH3
57698,UniProtKB reviewed (Swiss-Prot),A0MZ66,SHTN1|||KIAA1598
1889,UniProtKB reviewed (Swiss-Prot),P42892,ECE1
200576,UniProtKB reviewed (Swiss-Prot),Q9Y2I7,PIKFYVE|||KIAA0981|||PIP5K3
9636,UniProtKB reviewed (Swiss-Prot),P05161,ISG15|||G1P2|||UCRP
6349,UniProtKB reviewed (Swiss-Prot),P16619,CCL3L1|||CCL3L3|||D17S1718|||G0S19-2|||SCYA3L1
4053,UniProtKB reviewed (Swiss-Prot),Q14767,LTBP2|||C14orf141|||LTBP3
7177,UniProtKB reviewed (Swiss-Prot),Q15661,TPSAB1|||TPS1|||TPS2|||TPSB1
5899,UniProtKB reviewed (Swiss-Prot),P11234,RALB
5934,UniProtKB reviewed (Swiss-Prot),Q08999,RBL2|||RB2
10955,UniProtKB reviewed (Swiss-Prot),Q13530,SERINC3|||DIFF33|||TDE1
55801,UniProtKB reviewed (Swiss-Prot),Q9NPH9,IL26|||AK155
347517,UniProtKB reviewed (Swiss-Prot),Q5JT25,RAB41
284129,UniProtKB reviewed (Swiss-Prot),Q86WA9,SLC26A11
55357,UniProtKB reviewed (Swiss-Prot),Q9BYX2,TBC1D2|||PARIS1|||PP8997|||TBC1D2A
23414,UniProtKB reviewed (Swiss-Prot),Q8WW38,ZFPM2|||FOG2|||ZNF89B
8633,UniProtKB reviewed (Swiss-Prot),O95185,UNC5C|||UNC5H3
4148,UniProtKB reviewed (Swiss-Prot),O15232,MATN3
3040,UniProtKB reviewed (Swiss-Prot),P69905,HBA1|||HBA2
80230,UniProtKB reviewed (Swiss-Prot),Q96T51,RUFY1|||RABIP4|||ZFYVE12
6455,UniProtKB reviewed (Swiss-Prot),Q99961,SH3GL1|||CNSA1|||SH3D2B
7090,UniProtKB reviewed (Swiss-Prot),Q04726,TLE3|||KIAA1547
5467,UniProtKB reviewed (Swiss-Prot),Q03181,PPARD|||NR1C2|||PPARB
