3386,PPIL4,85313
3399,MPG,4350
3400,ANGPTL3,27329
3403,FCHO2,115548
3407,AMELX,265
3415,BGLAP,632
3427,OR1F1,4992
3430,SYVN1,84447
3431,TCF7L2,6934
3440,SNAPC2,6618
3441,TGFBR1,7046
3452,COL11A1,1301
3455,RBM14,10432
3464,USP12,219333
3467,FAM20C,56975
3484,ARFGAP2,84364
3490,SSTR3,6753
3492,ATG9B,285973
3497,APOE,348
3505,FZD7,8324
3510,MPST,4357
3517,CCNT1,904
3533,TRAM1,23471
3542,UBE2Q1,55585
3558,TRIM22,10346
3559,EZR,7430
3566,SLC36A2,153201
3567,FOXA1,3169
3570,BMP7,655
3574,CENPA,1058
3583,ASAP1,50807
3595,ARFGAP1,55738
3596,CAST,831
3614,GLS,2744
3624,MRPL14,64928
3629,PGM3,5238
3632,ZNF771,51333
3633,WDR20,91833
3635,F2,2147
3637,PLA2G2E,30814
3645,ADCY3,109
3662,VPS72,6944
3665,HNRNPA3,220988
3666,AP4S1,11154
3680,PMP22,5376
3685,NFYB,4801
3696,PREB,10113
3698,TMEM87A,25963
3712,CD3G,917
3721,ARPC5,10092
3729,NDUFB9,4715
3730,DENND4B,9909
3731,FANCD2,2177
3733,PIP5K1A,8394
3735,GNRHR,2798
3742,PDHX,8050
3743,PARP16,54956
3751,TUBB,203068
3756,SLC34A3,142680
3763,DRAP1,10589
3782,NR2E1,7101
3792,GNB4,59345
3806,ALDOC,230
3807,PLD2,5338
3809,RAB9B,51209
3812,RIOK1,83732
3828,PIK3CA,5290
3856,HTR5A,3361
3866,TNFRSF12A,51330
3867,GALC,2581
3877,FBXO31,79791
3879,CBFA2T2,9139
3895,SORBS3,10174
3897,RPL35,11224
3902,USP7,7874
3921,SRP68,6730
3943,GRK3,157
3944,CATSPER2,117155
3949,IKZF1,10320
3953,EDEM1,9695
3957,MED22,6837
3961,SC5D,6309
3966,TRMU,55687
3968,GALNT11,63917
3977,PFDN6,10471
3981,DES,1674
3984,ESYT2,57488
3989,RAB21,23011
4004,CD93,22918
4006,MRPL40,64976
4015,NDUFS4,4724
4019,ZNF776,284309
4020,SLC38A2,54407
4027,ZNF202,7753
4028,HTRA1,5654
4038,CD55,1604
4042,SRSF2,6427
4059,WDCP,80304
4060,ADAMTS18,170692
4062,ARFRP1,10139
4077,PRMT7,54496
4086,USP8,9101
4099,GCN1,10985
4108,HFE,3077
4112,ADD1,118
4119,TCERG1,10915
4124,UBE2H,7328
4129,CDK7,1022
4141,ADAP1,11033
4149,MC3R,4159
4155,ATP11A,23250
4159,TMEM126B,55863
4171,ARHGAP31,57514
4192,MAPKAPK2,9261
4194,SLC9A1,6548
4201,SPHK1,8877
4214,PPME1,51400
4219,PAG1,55824
4220,SLC39A1,27173
4234,S100P,6286
4238,KHSRP,8570
4242,IFNA7,3444
4250,ZNF704,619279
4257,LPAR4,2846
4263,PADI1,29943
4266,CYLD,1540
4268,PPP3CC,5533
4269,SKP1,6500
4273,GHSR,2693
4276,AP3S1,1176
4279,OPA1,4976
4281,OR2AK2,391191
4287,EEF1D,1936
4297,ERO1A,30001
4311,PDE6D,5147
4314,KCNQ3,3786
4322,RBL1,5933
4324,USE1,55850
4342,ZNF655,79027
4343,EMD,2010
4345,OR2Z1,284383
4353,LHX9,56956
4356,STMN2,11075
4377,CDC14B,8555
4379,PLPP3,8613
4395,S1PR5,53637
4409,ZNF461,92283
4418,ARID1B,57492
4421,DHX8,1659
4425,FARSB,10056
4427,NPAS4,266743
4431,SNCA,6622
4443,CSPG4,1464
4450,MYBPC3,4607
4467,STIP1,10963
4468,TNFAIP8,25816
4482,IL1RAP,3556
4492,MRGBP,55257
4502,DERL3,91319
4505,UBQLN2,29978
4506,SURF4,6836
4513,GOLIM4,27333
4526,EHHADH,1962
4528,ZNF589,51385
4537,SRD5A1,6715
4543,MOCS2,4338
4551,RPS21,6227
4560,GINS3,64785
4562,GABPB1,2553
4567,PEA15,8682
4576,RBM5,10181
4577,GNA11,2767
4578,EP300,2033
4592,CSGALNACT2,55454
4604,ZKSCAN5,23660
4606,PTPMT1,114971
4609,GRPEL1,80273
4610,NUS1,116150
4613,TIMM8A,1678
4618,LAMA5,3911
4620,OR52B6,340980
4625,RPS27,6232
4636,MAP3K5,4217
4648,TRAF1,7185
4652,BRMS1,25855
4665,ZNF416,55659
4674,NF1,4763
4676,MTF1,4520
4705,HP,3240
4710,CENPU,79682
4714,DVL3,1857
4727,CLCF1,23529
4728,ALDH6A1,4329
4748,PPFIA1,8500
4751,NDUFA13,51079
4756,PLPP2,8612
4773,ARPC1B,10095
4780,ZNF223,7766
4792,ANK3,288
4808,TUBB6,84617
4817,CENPW,387103
4818,MAD1L1,8379
4820,LSR,51599
4826,FDX1,2230
4828,LTA4H,4048
4831,RND3,390
4835,ECHS1,1892
4838,ATP1B3,483
4840,CEACAM3,1084
4872,NCOR2,9612
4873,LMNA,4000
4894,SLC25A19,60386
4897,LIG4,3981
4905,TSPAN15,23555
4915,RNF213,57674
4918,COX4I1,1327
4924,MXD4,10608
4925,CMA1,1215
4927,CHCHD10,400916
4928,NFRKB,4798
4930,NET1,10276
4938,CASP1,834
4942,TNR,7143
4943,PAXIP1,22976
4944,CHPT1,56994
4948,LTN1,26046
4951,HEBP1,50865
4952,CDC20,991
4957,TNFRSF9,3604
4963,GRIN2B,2904
4966,ARHGEF11,9826
4974,YEATS4,8089
4981,KRBA1,84626
4986,TCTN3,26123
4995,SEMA5A,9037
4999,PLXNA1,5361
5014,RPL4,6124
5022,PPBP,5473
5025,MSLN,10232
5029,DOCK8,81704
5037,GUCA2B,2981
5039,UTRN,7402
5044,KANSL2,54934
5051,RLN2,6019
5061,SRD5A3,79644
5075,NR1H2,7376
5080,GMPR2,51292
5085,UBE2Z,65264
5094,SEMA4D,10507
5099,GPD1L,23171
5100,AMHR2,269
5102,MAN2A1,4124
5104,GTF3C5,9328
5110,CLCA2,9635
5116,TNFRSF8,943
5119,CHMP4B,128866
5132,HERC1,8925
5135,GTF2A2,2958
5140,VCP,7415
5148,NECTIN1,5818
5152,FADD,8772
5177,MFAP1,4236
5184,EIF2S1,1965
5189,IARS2,55699
5200,ZNF248,57209
5203,GPSM2,29899
5214,PDSS1,23590
5228,SMAD2,4087
5239,UBE2L3,7332
5264,TRPC1,7220
5267,EBP,10682
5271,F2RL2,2151
5276,TAF4B,6875
5282,SIRT1,23411
5283,ZNF92,168374
5298,SDC2,6383
5308,HERPUD1,9709
5311,DHRS3,9249
5312,RNF130,55819
5320,SLC30A8,169026
5330,LCE1E,353135
5348,COP1,64326
5361,PTPRA,5786
5365,ZNF551,90233
5374,JAK1,3716
5382,AKR7A2,8574
5387,GDI2,2665
5398,INS,3630
5408,APOA2,336
5421,KRT7,3855
5427,VWF,7450
5428,GAD2,2572
5429,DUT,1854
5432,SOCS1,8651
5437,NGB,58157
5439,CHRM4,1132
5441,SGTA,6449
5445,NDUFS1,4719
5447,ADAMTS10,81794
5452,B3GAT3,26229
5458,ATP6V1C2,245973
5462,PTGDR2,11251
5470,AIMP1,9255
5482,AMIGO2,347902
5493,CREB1,1385
5497,AHCYL1,10768
5508,EMG1,10436
5510,NRG2,9542
5513,TMPRSS6,164656
5522,SNRPD1,6632
5523,ZFP36L2,678
5526,FLAD1,80308
5527,RFC1,5981
5538,NABP1,64859
5541,UNKL,64718
5546,TTC5,91875
5550,NSUN6,221078
5552,ARF1,375
5556,CHMP7,91782
5560,DRG2,1819
5570,RGS7,6000
5574,PIK3CG,5294
5577,MED17,9440
5582,ZNF708,7562
5592,PLA2G6,8398
5597,PEX1,5189
5638,TBX5,6910
5641,THPO,7066
5643,CEACAM6,4680
5646,IRS2,8660
5655,PGAM5,192111
5656,WDR1,9948
5661,CYP3A4,1576
5680,CDKN1B,1027
5683,SNW1,22938
5695,CADM3,57863
5697,TYK2,7297
5703,CTNNBIP1,56998
5704,RPS3,6188
5711,KAZN,23254
5731,OMD,4958
5733,CDH3,1001
5735,M6PR,4074
5737,PARVA,55742
5739,SCN4A,6329
5752,KLHL12,59349
5754,WAPL,23063
5766,INTS4,92105
5770,PIGB,9488
5773,H2BC6,8344
5775,IL18BP,10068
5776,PHF8,23133
5796,FNTB,2342
5803,SRSF6,6431
5805,ABCA9,10350
5812,CLCN1,1180
5835,CHST14,113189
5837,IMMT,10989
5844,UPF3B,65109
5848,HAGH,3029
5852,TSLP,85480
5857,ECE2,9718
5866,TDG,6996
5871,PPM1L,151742
5874,SUPT4H1,6827
5880,CRTAP,10491
5884,CAMLG,819
5886,EHMT2,10919
5895,PAM16,51025
5909,RCE1,9986
5913,POLR2F,5435
5916,NPC2,10577
5934,RP2,6102
5957,CCT6A,908
5967,FANCM,57697
6009,CPSF3,51692
6015,SLC3A2,6520
6017,SV2A,9900
6023,CENPE,1062
6025,ROCK1,6093
6026,FOXA2,3170
6038,PSIP1,11168
6048,FBLN2,2199
6050,MAPK3,5595
6052,RNF8,9025
6064,GOSR1,9527
6068,ZNF184,7738
6071,ACTR5,79913
6073,SLC22A15,55356
6076,TRIM3,10612
6086,TCEA1,6917
6099,LPIN1,23175
6100,FASTKD2,22868
6105,TRAF6,7189
6129,ITGA5,3678
6135,MLH3,27030
6139,HIKESHI,51501
6146,PCBP1,5093
6147,MRM1,79922
6151,RYK,6259
6155,MRPL24,79590
6163,TIMM17B,10245
6185,SERPINB2,5055
6190,CENPT,80152
6201,USP47,55031
6206,COL6A2,1292
6210,KMT2B,9757
6212,ICE2,79664
6225,CXCL8,3576
6232,CDCA8,55143
6236,NR1H4,9971
6239,SFTPD,6441
6249,ZNF101,94039
6252,DHH,50846
6256,SLC25A32,81034
6272,BDKRB2,624
6274,COG7,91949
6280,THY1,7070
6284,MAP3K3,4215
6298,HAUS6,54801
6302,PAPSS2,9060
6312,LMO1,4004
6325,DKC1,1736
6331,PSMD10,5716
6334,SETDB1,9869
6335,DGAT2L6,347516
6342,POT1,25913
6348,RBFOX1,54715
6358,IGFBP4,3487
6392,DECR1,1666
6402,GOLM1,51280
6403,KCNS3,3790
6405,MRRF,92399
6417,CENPM,79019
6434,SF3B5,83443
6439,GCH1,2643
6446,NR3C1,2908
6458,KIF5A,3798
6466,EVPL,2125
6470,SLC27A1,376497
6471,ZC3H15,55854
6473,ACTA2,59
6475,CHMP5,51510
6480,TXK,7294
6482,MUTYH,4595
6483,BCL2L14,79370
6486,LAMTOR4,389541
6487,ERCC6,2074
6492,TRIM8,81603
6498,SCN3B,55800
6500,SMARCE1,6605
6505,MEN1,4221
6509,CCAR1,55749
6514,AIFM2,84883
6517,NEK9,91754
6520,CACNA1G,8913
6521,OGG1,4968
6524,KRT33A,3883
6529,RIC1,57589
6534,USP48,84196
6541,NRBF2,29982
6547,ZNF669,79862
6575,L3MBTL2,83746
6578,CYP1B1,1545
6601,MRPS17,51373
6612,ZIC3,7547
6613,MMS19,64210
6623,ENPEP,2028
6632,PEX16,9409
6641,DDX52,11056
6647,ARIH1,25820
6658,NAB2,4665
6659,PITPNM1,9600
6675,MRPL17,63875
6679,COPB1,1315
6717,ABHD5,51099
6734,NDUFAF6,137682
6738,PSMD1,5707
6739,GABRA4,2557
6746,POMGNT1,55624
6752,HNRNPR,10236
6756,ATP6V0A1,535
6760,ST6GALNAC5,81849
6769,LSM2,57819
6773,COQ2,27235
6789,GALNT17,64409
6791,GRAP2,9402
6796,PDE8A,5151
6802,RASA1,5921
6819,SLC25A10,1468
6823,UCK2,7371
6825,ITGB3BP,23421
6827,FAM50A,9130
6828,GSTM2,2946
6842,PLOD2,5352
6853,RPL36AL,6166
6868,CD163,9332
6885,ARSA,410
6886,CASP5,838
6887,GPAM,57678
6892,MTX2,10651
6895,EPB41L2,2037
6896,NELFE,7936
6908,ZNF430,80264
6910,RAG2,5897
6913,SMARCC2,6601
6918,PYGO1,26108
6922,FCGR1A,2209
6923,PDHA2,5161
6928,ZNF419,79744
6932,PSMA7,5688
6950,APOA5,116519
6964,TLL2,7093
6972,CPE,1363
6975,MPP5,64398
6990,HNF4G,3174
6992,PILRA,29992
6994,FLVCR1,28982
7018,RGS16,6004
7036,NR2C2AP,126382
7054,MKKS,8195
7055,EIF3A,8661
7070,SLC38A4,55089
7073,CHST8,64377
7078,OAZ1,4946
7083,HK3,3101
7085,SLC34A2,10568
7094,MT2A,4502
7095,MRPS18B,28973
7108,CCND3,896
7113,TRAP1,10131
7116,ZWINT,11130
7117,RBFOX3,146713
7126,VPS11,55823
7143,KIF7,374654
7152,OR5B2,390190
7162,SLC30A2,7780
7182,ABCB4,5244
7184,PPP2R5A,5525
7188,TOMM6,100188893
7189,FGF12,2257
7190,MRPL16,54948
7197,GLA,2717
7206,GSK3A,2931
7215,GEM,2669
7221,POLR2J,5439
7251,U2AF2,11338
7259,HRH4,59340
7262,FBXL20,84961
7264,NME7,29922
7292,BCKDHA,593
7293,DYNLL1,8655
7300,DSC1,1823
7302,DIS3,22894
7306,SLC25A15,10166
7307,TST,7263
7320,CRK,1398
7327,NUP188,23511
7343,HAUS1,115106
7345,NADSYN1,55191
7357,CACNB3,784
7361,PAK1,5058
7364,ELOVL3,83401
7366,OR1I1,126370
7368,SNRPF,6636
7371,CDKN2C,1031
7372,GLI2,2736
7378,HSD17B1,3292
7379,WAS,7454
7382,XIAP,331
7397,KIF20B,9585
7418,WNT7B,7477
7421,ATG7,10533
7422,CHKB,1120
7429,CAPN1,823
7438,RPLP1,6176
7439,MRM3,55178
7442,MINPP1,9562
7450,HRH3,11255
7461,NCAM1,4684
7469,KYAT3,56267
7484,ZNF563,147837
7496,COL1A1,1277
7497,LAMC3,10319
7502,AFG3L2,10939
7512,PLCB2,5330
7519,PDPR,55066
7525,TAF7,6879
7531,PTGS1,5742
7540,SARM1,23098
7542,PIWIL4,143689
7548,USP49,25862
7557,PHLPP2,23035
7558,RAD9A,5883
7572,TRIM71,131405
7579,IFITM2,10581
7585,MAFK,7975
7596,CTSE,1510
7600,PEX2,5828
7609,H2BC17,8348
7619,ZNF18,7566
7630,SRF,6722
7637,RPL27A,6157
7643,NARS2,79731
7674,JADE2,23338
7677,ADAM8,101
7680,KCNK1,3775
7695,FAR2,55711
7703,KRT1,3848
7712,ICMT,23463
7717,KIF3B,9371
7729,ZNF420,147923
7747,NDUFB1,4707
7755,MAPKAP1,79109
7770,STAT5B,6777
7774,AASS,10157
7776,MRPS30,10884
7797,C1GALT1,56913
7810,WWP2,11060
7812,RHPN1,114822
7821,NCOA6,23054
7838,INO80E,283899
7839,SLC6A3,6531
7840,TMC1,117531
7844,ACSS1,84532
7847,NFIB,4781
7853,KDM8,79831
7862,SSNA1,8636
7876,CYP2C8,1558
7878,ALPG,251
7880,DEFA5,1670
7885,CDK8,1024
7899,MLLT1,4298
7907,ZFP2,80108
7910,NUP37,79023
7912,PDE10A,10846
7917,TFIP11,24144
7923,POLR3K,51728
7926,TNFAIP3,7128
7932,CAV2,858
7935,KCNMA1,3778
7938,MTERF3,51001
7941,COG8,84342
7946,MRPL48,51642
7966,NDUFB10,4716
7969,CPNE1,8904
7975,SLBP,7884
8012,CARM1,10498
8017,POLRMT,5442
8021,USP4,7375
8028,FKBP8,23770
8037,CERT1,10087
8050,HAAO,23498
8063,CDK1,983
8065,TRPV5,56302
8077,NHP2,55651
8079,PLXNA3,55558
8085,RANBP9,10048
8087,NUDT21,11051
8088,SLC16A1,6566
8091,TTN,7273
8109,PREX1,57580
8112,MTMR14,64419
8116,MYOCD,93649
8122,MAPK8,5599
8141,OXT,5020
8143,NELFB,25920
8159,AGA,175
8167,RGS20,8601
8171,TCTE3,6991
8199,STRADB,55437
8202,NLRP3,114548
8220,NAGLU,4669
8228,MYO19,80179
8234,DLG2,1740
8237,TPST1,8460
8240,FGF21,26291
8261,MTARC2,54996
8273,ANAPC13,25847
8275,AEBP2,121536
8279,NDUFA11,126328
8286,RUVBL2,10856
8292,UNC13D,201294
8310,CLNS1A,1207
8311,ZNF71,58491
8329,FAM20A,54757
8330,EVL,51466
8332,BLOC1S1,2647
8348,CCNE2,9134
8351,TBL3,10607
8352,BYSL,705
8362,TAS2R1,50834
8369,SPRR3,6707
8382,LRG1,116844
8383,NFKB1,4790
8421,PRLR,5618
8425,RB1,5925
8428,ZNF583,147949
8436,NUP160,23279
8437,RPL13A,23521
8449,GSTP1,2950
8458,CC2D1B,200014
8464,CD81,975
8465,RANBP1,5902
8466,SLC45A3,85414
8470,PFKM,5213
8476,TGIF2,60436
8483,ZNF443,10224
8485,SIGLEC1,6614
8489,KRT78,196374
8490,ACOT4,122970
8493,ATP13A1,57130
8500,UCHL5,51377
8508,FBXO9,26268
8510,KIFC1,3833
8514,MAGOH,4116
8522,ADORA2B,136
8524,ARAP1,116985
8538,ESPN,83715
8542,HOXB3,3213
8548,FABP12,646486
8556,ESRRA,2101
8562,RNF14,9604
8563,PDE3A,5139
8580,SLC12A5,57468
8585,MX1,4599
8594,LYPD6B,130576
8605,MESP2,145873
8607,TBC1D3C,414060
8612,MRPL49,740
8617,H2AC21,317772
8622,NRTN,4902
8634,NECTIN4,81607
8650,TPI1,7167
